index,true_category,neighbor_categories,same_ratio,doc_preview
4103,Electronics,"Electronics, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,Fluke Networks Fiber Optic SC and ST Port Cleaning Swabs for 2.5 mm Bulkheads and Tight Spaces FIBER OPTIC CLEANING SWAB
4114,Tools_and_Home_Improvement,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,RECON TRUCK ACCESSORIES LED Cab Roof Lights Fits Ford F-250 Super Duty Recon Truck Accessories LED Cab Roof Lights Fits 
4135,Office_Products,"Office_Products, Toys_and_Games, Toys_and_Games, Toys_and_Games, Cell_Phones_and_Accessories",0.2,Care Bears Tenderheart Bear Metal Bookmark Page Marker with Oval Charm NO MORE FOLDED CORNERS Lose yourself in a good bo
4167,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Automotive, Automotive",0.4,"Can Fan RS12HO High Output Centrifugal Inline Fan, 971 CFM The RS family of inline exhaust fans provide the power and fl"
4176,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Automotive, Tools_and_Home_Improvement, Toys_and_Games",0.4,"National Hardware Stanley 3155BC Ring in Brass, 1 x 3 Product Description Whether for home, farm, builder or industrial "
4198,Electronics,"Electronics, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,Mcoplus 2.4Ghz Wireless Remote Dimmable Ultra Power Professional Video Led Light Kit for YouTube Studio Comcorder DV cam
4204,Automotive,"Automotive, Electronics, Electronics, Electronics, Automotive",0.4,Metra Electronics Single/Double DIN Installation Kit for Select Buick Regal Vehicles (Black) Metra | buick regal kit - B
4209,Tools_and_Home_Improvement,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,Door Rubber Strip Small Bulb 9/16 Bulb Diameter x 0.039 -9/64 Grip Range x 35/64 U Height (25 Feet) Door rubber strip sm
4212,Automotive,"Automotive, Electronics, Automotive, Electronics, Electronics",0.4,Rear View Safety Blind Spot Sensor System Our Blind Spot Sensor System mounts sensors on either side of the vehicle to a
4221,Automotive,"Electronics, Automotive, Electronics, Cell_Phones_and_Accessories, Electronics",0.2,Painless Performance 40113 Battery Cable Kit Painless maintains strict quality requirements for all raw material supplie
4224,Tools_and_Home_Improvement,"Automotive, Automotive, Tools_and_Home_Improvement, Office_Products, Automotive",0.2,"(Set of 8) 28 RK Orange Safety Traffic PVC Cones with Black Base Our 28 inch orange traffic safety cones, parking cones "
4236,Electronics,"Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories",0.0,"Touch Screen Replacement Digitizer for ipad 9(9th Generation),for 2021 ipad 9th Gen A2602 A2603 A2604 A2605 Glass Relace"
4239,Automotive,"Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments, Automotive",0.2,OSP Cases | ATA Road Case | Effects Rack | 12 Deep | Protect your valuable investment with OSP's line of ATA rack cases 
4240,Toys_and_Games,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,Vlipoeasn 13th Birthday Video Game Backdrop Level 13 Unlocked Official Teenager Backdrop Banner 13th Video Game Birthday
4258,Cell_Phones_and_Accessories,"Cell_Phones_and_Accessories, Office_Products, Electronics, Electronics, Office_Products",0.2,"BoxWave Stylus Pen Compatible with Dell Inspiron 13 5000 (5379) - AccuPoint Active Stylus, Electronic Stylus with Ultra "
4286,Office_Products,"Cell_Phones_and_Accessories, Toys_and_Games, Electronics, Musical_Instruments, Toys_and_Games",0.0,G-Ahora Gravity Falls Lanyard Keychain ID Bage Holder G-Ahora ☀Use - Use this rope to hang important things around your 
4311,Tools_and_Home_Improvement,"Automotive, Automotive, Appliances, Automotive, Tools_and_Home_Improvement",0.2,Hitachi 885443 Replacement Part for Pumping Unit Hitachi 885443 Pumping Unit Hitachi 885443 Pumping Unit This pump is a 
4336,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Automotive, Automotive, Automotive",0.2,Eiko 1156LL 12.8V 2.1A S-8 SC Bayonet Base 2400 h Halogen Bulbs Eiko's line of original equipment headlamps were designe
4343,Office_Products,"Office_Products, Electronics, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Office_Products",0.4,vormor Language Translator Device Real Time Translator Device 106 Languages Translator Two-Way Voice & Offline & Photo T
4367,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Automotive, Automotive",0.4,10 w X 10 h 4Way Aluminum Curved Blade Adjustable Air Supply HVAC Diffuser - Vent Duct Cover Outer Dimensions 11.65 w X 
4369,Automotive,"Automotive, Automotive, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,Milwaukee Leather Men's ‘Crossover’ Black Leather Lightweight MC Jacket Milwaukee Leather Men's ‘Crossover’ Black Leathe
4376,Automotive,"Automotive, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,Lippert 209372 Better Bath RV Bath Tub 24 x 36 Left Hand Drain Parchment Give your interior the upgrade it deserves with
4392,Electronics,"Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics",0.4,"Siglent Programmable DC Power Supply 1 V / 5 A,150W Programmable Linear DC Power Supply has a 2. 8 inch TFT-LCD display,"
4414,Tools_and_Home_Improvement,"Automotive, Automotive, Office_Products, Tools_and_Home_Improvement, Electronics",0.2,Jeanerlor - Canvas Work Apron with Pockets Cross Back Straps Design Up to XXXL Cotton Imported Buckle closure ✔ EXCELLEN
4421,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Appliances, Automotive, Appliances",0.4,"Nutone Grill Assembly for 750, 751, and N750 Ventilation Fan/ Light Combos Product Description Genuine NuTone Broan gril"
4430,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Musical_Instruments, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,On The Go Spotless Portable Dual Bed Deionizer Use the Dual Bed Standard Deionizer for all spotfree applications. No mor
4480,Musical_Instruments,"Musical_Instruments, Electronics, Musical_Instruments, Cell_Phones_and_Accessories, Automotive",0.4,Walker & Williams LCT-21 Handmade And Tooled Black And Tan Super Premium Leather Guitar Strap with Native Feather & Eagl
4491,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,ICON 00476 Sit-in Step Tub with Right Hand Drain - Polar White Icon TU500 Sit-In Step Tubs feature reinforced bottoms an
4507,Toys_and_Games,"Toys_and_Games, Tools_and_Home_Improvement, Automotive, Automotive, Automotive",0.2,Children's Factory Myrider Maxi The Innovative VarioSeat allows for children of various sizes and ages to ride comfortab
4508,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Automotive, Automotive",0.4,Portable NH3 Gas Detector Handheld Ammonia Meter Tester Monitor with Alarm Range 0-500 PPM The XAR-A Ammonia (NH3) Gas D
4511,Cell_Phones_and_Accessories,"Office_Products, Cell_Phones_and_Accessories, Office_Products, Cell_Phones_and_Accessories, Office_Products",0.4,"Alcatel Go Flip V 4044V Verizon Flip Phone - Black A internal screen lets you easily access your calendar, text messages"
4522,Office_Products,"Office_Products, Electronics, Tools_and_Home_Improvement, Musical_Instruments, Office_Products",0.4,DFS Reception Desk Shell which fits a 15 Monitor - 60 W by 30 D by 44 H Black- and White Front Modern reception desk 30 
4573,Cell_Phones_and_Accessories,"Electronics, Cell_Phones_and_Accessories, Electronics, Electronics, Electronics",0.2,"LG K92 5G 6GB) 6.7 FHD+, Snapdragon 690, 64MP Quad Camera, US 5G / Global 4G LTE AT&T Unlocked (Cricket, Global/NOT for "
4574,Musical_Instruments,"Automotive, Musical_Instruments, Automotive, Musical_Instruments, Toys_and_Games",0.4,"Ibanez, POWERPAD Ukulele Double Gig Bag, Navy Blue Safe, sound and style. There's no reason that a sleek, smartly-design"
4578,Tools_and_Home_Improvement,"Office_Products, Tools_and_Home_Improvement, Office_Products, Tools_and_Home_Improvement, Office_Products",0.4,"Mayne Westbrook Plus Mail Post - Graphite Grey - 40.5in x 8in x 56.5in - Standard Post, Arm Plus & Planter An Entrance w"
4593,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,"Painless Performance 70922 PowerBraid Split Braided Sleeving Kit for Bronco, Black Finish the job right with this comple"
4597,Toys_and_Games,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,"LiveGo Kids Camera Children HD Digital Video Camera for Toddler, Children Digital Video Camcorder Camera for Girl/boy Ag"
4618,Electronics,"Electronics, Cell_Phones_and_Accessories, Toys_and_Games, Electronics, Cell_Phones_and_Accessories",0.4,FitSand Travel Hard Case for C Crane CC Skywave AM/FM Shortwave Weather Airband Portable Radio Clock Alarm Attnetion Not
4627,Musical_Instruments,"Automotive, Automotive, Musical_Instruments, Musical_Instruments, Automotive",0.4,"Fender Standard Series Precision Bass Body, Alder, Arctic White Genuine Fender Precision Bass guitar alder body routed f"
4646,Tools_and_Home_Improvement,"Automotive, Tools_and_Home_Improvement, Automotive, Automotive, Tools_and_Home_Improvement",0.4,Gardner Flat Roof Coat-N-Seal Liquid Rubber Coating (5 Gallon) Gardner Flat Roof Coat-N-Seal Liquid Rubber Coating is fo
4650,Toys_and_Games,"Tools_and_Home_Improvement, Musical_Instruments, Tools_and_Home_Improvement, Automotive, Automotive",0.0,LED Lighting Kit for Lego Old Fishing Store - 21310 (Lego Set NOT Included) DOES IT FIT? - CUSTOM DESIGN This handmade l
4668,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Office_Products, Automotive, Office_Products",0.2,"Rubbermaid ActionPacker Lockable Storage Box, 48 Gallon, Grey and Black Product Description RUBBERMAID ActionPacker Stor"
4683,Toys_and_Games,"Office_Products, Toys_and_Games, Office_Products, Office_Products, Office_Products",0.2,Set of 4 Reusable $100 Dollar Bill Piggy Bank Coin Saving Money Currency Benjamin Franklin Note Tin Can Banknote Jar (Op
4685,Appliances,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,100 Feet / 30 Amp Generator Extension Cord 10AWG4 STW Hook and Loop Strap UL Approved 100ft GREAT VALUE Indoor/Outdoor H
4697,Electronics,"Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments",0.0,"Rockville RXM-F4 Marine 4 Channel Amplifier 2400w RMS+PA Microphone, white Over the years, the technology used to create"
4702,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,Maradyne MM22KS Mach Two 11 225W Dual Puller Fan with Side Flanges 225 Watt Heavy Duty Motors. Powerful Wide Straight-Bl
4709,Automotive,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement",0.2,"Chemical Guys MB-3CD Metro MasterBlaster Industrial Dryer and Blower System - 8 hp Make drying cars, motorcycles and air"
4713,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Automotive, Electronics",0.4,California Cordage® 3/8 Inch x 300 ft Reel White w/ 4 Red Tracers Double Braid Polyester Rope (Low Stretch & Multipurpos
4749,Office_Products,"Toys_and_Games, Toys_and_Games, Toys_and_Games, Toys_and_Games, Tools_and_Home_Improvement",0.0,Paw Print Cat Lover Dog Lover Key Fob/Key Chain No more searching through your purse for your keys! Match your bag and y
4755,Electronics,"Office_Products, Office_Products, Office_Products, Office_Products, Toys_and_Games",0.0,"Crescent 33 Smooth Smooth Mat Board, 20 x 32 Inches, White/Cream, Pack of 10 Acid free, medium weight mat board has a su"
4757,Cell_Phones_and_Accessories,"Electronics, Automotive, Electronics, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories",0.4,GENMAX Portable Power Power Bank with AC Outlet for Outdoors Camping Travel Hunting Emergency Use Excellent performance 
4785,Musical_Instruments,"Office_Products, Electronics, Office_Products, Musical_Instruments, Electronics",0.2,"Roland Piano or Keyboard Case Ideal for everyday use, the protects your keyboard in style as you travel around town to p"
4809,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Automotive, Automotive",0.4,JessEm 02312 Rout-R-Lift II Router Lift for Hitachi Router Motor The Rout-R-Lift II from JessEm brings affordable precis
4822,Cell_Phones_and_Accessories,"Electronics, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Toys_and_Games",0.0,"GREEN FUSION for LG Stylo 4 & V40 ThinQ Battery Replacement, with Video Tutorial, BL-T37 Battery for LG Stylo 4 & V40 Th"
4824,Tools_and_Home_Improvement,"Automotive, Tools_and_Home_Improvement, Automotive, Automotive, Automotive",0.2,"Kohler Small Engine Air Filter Fits Husqvarna, Xt-6 And Xt-7 Kohler Engines 5-5/8 X 3-1/2 (2 Pack) Kohler Small Engine A"
4845,Electronics,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,Happijac - 723915 HAPPIJAC Wireless Remote Controller - 25A and CCS Get back to operating your HappiJac camper jack syst
4849,Tools_and_Home_Improvement,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,GACEMIU 20 Pack Face Mask Reusable Adjustable Protection Fashion Unisex Washable Reusable Mouth Face Protection from Dus
4871,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,"POP 26A Hand Blind Rivet Tool - Will Set UP to 5/32 in Aluminum, 1/8 in Stainless Steel. Comes with 1/8 NOSEPIECE. POP 2"
4872,Automotive,"Automotive, Electronics, Tools_and_Home_Improvement, Electronics, Electronics",0.2,iCarsoft CR Max Multi-Brand Vehicle Multi-Systems auto VIN/Quick Test/Actuation Test/Android OS/Touch Screen iCarsoft CR
4874,Automotive,"Toys_and_Games, Automotive, Automotive, Tools_and_Home_Improvement, Office_Products",0.4,Furick K2 Manual Tubing Bead Roller MADE IN USA! This is a industrial strength bead roller made to form a bead on the en
4903,Cell_Phones_and_Accessories,"Cell_Phones_and_Accessories, Electronics, Electronics, Toys_and_Games, Cell_Phones_and_Accessories",0.4,"- Power Selfie Stick, for X3 and ONE X2 Remote camera control makes shooting third person shots easier. High-performance"
4923,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Automotive",0.4,"B&M 45044 Precision Sport Shifter B&M's Precision Sport Shifter offers a dramatic improvement in shifting performance, d"
4944,Electronics,"Office_Products, Office_Products, Office_Products, Office_Products, Office_Products",0.0,"1 Black 047 Toner Cartridge Replacement for Canon ImageCLASS MF113W Series i-SENSYS MF113W Series Printer,Sold by TopInk"
4947,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics, Electronics, Electronics",0.4,Ridgid 5.5 Amp Corded Compact Power Trim Router With Micro Adjust Dial R24012 (Renewed) This pre-owned or refurbished pr
4954,Toys_and_Games,"Toys_and_Games, Electronics, Electronics, Electronics, Electronics",0.2,"Kidz Delight Datamax II, Silver (Discontinued by Manufacturer) Kidz Delight Datamax II, Silver 40 learning activities, g"
5029,Electronics,"Office_Products, Tools_and_Home_Improvement, Automotive, Automotive, Musical_Instruments",0.0,"Umbra Hub Round Wall Mirror with Rubber Frame, Modern Decor for Entryways, Washrooms, Living Rooms and More, Black Somet"
5030,Electronics,"Electronics, Automotive, Tools_and_Home_Improvement, Electronics, Automotive",0.4,LensCoat Nikon 28-300 VR Lens Cover (Realtree Max4 HD) From the Manufacturer LensCoat for the Nikon 28-300 VR LensCoat 2
5037,Toys_and_Games,"Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Automotive, Automotive",0.0,"Tamiya Acrylic XF25 Flat, Light Sea Gray This is a 23ml Jar of Tamiya color Acrylic Paint (Light Sea Grey). / / FEATURES"
5043,Electronics,"Electronics, Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement, Appliances",0.4,"2 Pack Telephone Cord, Phone Cord, Handset Cord, Coil Cord, Curly Cord, Universally Compatible 4P4C Cable (7 Foot, Charc"
